image,human,metric,Gemma3,JanusPro7B,Phi4,Qwen2_5_7B,SmolVLM,jyothi,prageetha
4.png,prageetha,BERTScore,0.5886040925979614,0.7111046314239502,0.7029300332069397,0.6993473768234253,0.6652840971946716,0.7515237331390381,
4.png,jyothi,BERTScore,0.5842503905296326,0.721208393573761,0.7303501963615417,0.707486093044281,0.6962225437164307,,0.7515237331390381
5.png,prageetha,METEOR,0.23255813953488377,0.29513888888888895,0.33299109910486113,0.2551984877126654,0.1899592944369064,0.1857582164136075,
5.png,jyothi,METEOR,0.18957345971563985,0.2464866863905325,0.226537216828479,0.21141754218401784,0.15072546074084928,,0.29583715947352307
5.png,prageetha,BERTScore,0.5620979070663452,0.6478840112686157,0.6652044057846069,0.6286033391952515,0.49287718534469604,0.7011811137199402,
5.png,jyothi,BERTScore,0.5407638549804688,0.6350221037864685,0.6332147717475891,0.6207648515701294,0.4506469964981079,,0.7011811137199402
6.png,prageetha,METEOR,0.2709582118561711,0.278281179138322,0.14080239229523697,0.295521567451392,0.15544041450777202,0.21126848084609925,
6.png,jyothi,METEOR,0.2714613127979465,0.37832299673887726,0.3175993022007515,0.28819937603942847,0.19221789440116627,,0.3679488532290053
6.png,prageetha,BERTScore,0.6134889721870422,0.6802845001220703,0.6426132917404175,0.6330579519271851,0.5228064656257629,0.6794788241386414,
6.png,jyothi,BERTScore,0.5630423426628113,0.7117592692375183,0.7253476977348328,0.5957083106040955,0.48361891508102417,,0.6794787645339966
7.png,prageetha,METEOR,0.303383357357147,0.3604535412230731,0.25846711881868134,0.4320973118182754,0.25,0.3279638738127543,
7.png,jyothi,METEOR,0.30651194162553264,0.5278156479587972,0.3311874886342972,0.39816513761467887,0.3790270394604191,,0.3818473538704581
7.png,prageetha,BERTScore,0.6382489204406738,0.735880434513092,0.7396202087402344,0.763399064540863,0.6252145171165466,0.7316149473190308,
7.png,jyothi,BERTScore,0.5891042351722717,0.7689412236213684,0.7420945763587952,0.6945720911026001,0.6376822590827942,,0.7316149473190308
8.png,prageetha,METEOR,0.23240497045605862,0.2595180266851717,0.1522362965210356,0.23663012451617224,0.19381194358368994,0.2737639234294752,
8.png,jyothi,METEOR,0.25000000000000006,0.45195444432917203,0.2496845560174326,0.30709873412585714,0.18007202881152462,,0.3864447836893301
8.png,prageetha,BERTScore,0.5822147727012634,0.6716810464859009,0.6722978949546814,0.6604047417640686,0.5096772909164429,0.7051519155502319,
8.png,jyothi,BERTScore,0.587899386882782,0.7130589485168457,0.7132640480995178,0.7069036960601807,0.4997507929801941,,0.7051519155502319
9.png,prageetha,METEOR,0.16009852216748768,0.2189457632706891,0.13157894736842107,0.15822784810126583,0.10389967617309112,0.36354721999932377,
9.png,jyothi,METEOR,0.2232746955345061,0.34090161437709415,0.15698587127158553,0.36310527878360194,0.19696744462613353,,0.18508954650048487
9.png,prageetha,BERTScore,0.5387260317802429,0.6430887579917908,0.6368111371994019,0.5147984027862549,0.461626261472702,0.6591192483901978,
9.png,jyothi,BERTScore,0.5679432153701782,0.6821980476379395,0.6490347385406494,0.5794200897216797,0.5360482931137085,,0.6591192483901978
